127.0.0.1 - - [20/Nov/2024:15:02:16 +0800] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:40 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:41 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:42 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:43 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:44 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:45 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:45 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:45 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:45 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:45 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:45 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:45 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:45 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:11:45 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:11 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:12 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:13 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:14 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:15 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:16 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/css/buttons.css HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [20/Nov/2024:15:13:17 +0800] "GET /javaweb/order HTTP/1.1" 200 3116
